source,name,specialty,city,area,stars,reviews,address,phone,phone_source,website,latitude,longitude,distance_km,maps_url
google_maps,HBS Dental Care,dentist,Chikhali,Chikhali,5.0,304,"Shop no.3, NEBC Capital, HBS DENTAL CARE, near Gholap Hospital, Aherwadi, Main Chowk, Pimpri-Chinchwad, Maharashtra 411062",095951 80418,google_maps,https://hbsdentalcare.in/,18.670689,73.82439,432.3,"https://www.google.com/maps/place/HBS+Dental+Care/@18.6729577,73.7933024,14z/data=!4m10!1m2!2m1!1sdentist+in+Chikhali+Chikhali!3m6!1s0x3bc2b7456672eb69:0xe8228c9903ff56d6!8m2!3d18.670689!4d73.82439!15sChxkZW50aXN0IGluIENoaWtoYWxpIENoaWtoYWxpkgENZGVudGFsX2NsaW5pY-ABAA!16s%2Fg%2F11r_xrnxcd?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Ekdant Dental Clinic,dentist,Chikhali,Chikhali,5.0,148,"13/3/367, Chikhali Akurdi Rd, Vitthal Nagar, More Vasti, Chikhali, Pimpri-Chinchwad, Maharashtra 411062",080803 50419,google_maps,N/A,18.6755023,73.798331,434.33,"https://www.google.com/maps/place/Ekdant+Dental+Clinic/@18.6755023,73.7622821,14z/data=!4m10!1m2!2m1!1sdentist+in+Chikhali+Chikhali!3m6!1s0x3bc2b7be275447ff:0x1e5f8b117053743a!8m2!3d18.6755023!4d73.798331!15sChxkZW50aXN0IGluIENoaWtoYWxpIENoaWtoYWxpkgENZGVudGFsX2NsaW5pY-ABAA!16s%2Fg%2F11pdwgkh24?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Dr. Pingale's Dental Clinic,dentist,Chikhali,Chikhali,4.9,278,"Pingale Rd, below imperial hospital, Vitthal Nagar, Chikhali, Pune, Pimpri-Chinchwad, Maharashtra 411062",096993 46949,google_maps,https://drpingaledentalclinic.com/home/,18.6808776,73.8080378,433.15,"https://www.google.com/maps/place/Dr.+Pingale's+Dental+Clinic/@18.6755023,73.7622821,14z/data=!4m10!1m2!2m1!1sdentist+in+Chikhali+Chikhali!3m6!1s0x3bc2b716bb0e7713:0xf608f6a52c1b8fbb!8m2!3d18.6808776!4d73.8080378!15sChxkZW50aXN0IGluIENoaWtoYWxpIENoaWtoYWxpkgENZGVudGFsX2NsaW5pY-ABAA!16s%2Fg%2F11gfjddzy5?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,ALL SMILES DENTAL CARE,dentist,Chikhali,Chikhali,4.9,267,"Shop No-4, GMC Raj Palace, Sane Chowk, Chikhali Akurdi Rd, near Sane Chowk, Vitthal Nagar, Sharad Nagar, Chikhali, Pimpri-Chinchwad, Maharashtra 411019",096231 40396,google_maps,https://allsmilesdental.in/,18.6698874,73.7983453,434.67,"https://www.google.com/maps/place/ALL+SMILES+DENTAL+CARE/@18.6755023,73.7622821,14z/data=!4m10!1m2!2m1!1sdentist+in+Chikhali+Chikhali!3m6!1s0x3bc2b71677ec3f7f:0xd1617afdc698ef3d!8m2!3d18.6698874!4d73.7983453!15sChxkZW50aXN0IGluIENoaWtoYWxpIENoaWtoYWxpWh4iHGRlbnRpc3QgaW4gY2hpa2hhbGkgY2hpa2hhbGmSAQdkZW50aXN04AEA!16s%2Fg%2F11fm53jmld?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Varad Dental Care- Dr Gauri Deore Lakhe.,dentist,Chikhali,Chikhali,5.0,616,"Shop no 3 Gayatri square, Dehu - Alandi Rd, Patilnagar, corner, Chikhali, PCMC, Maharashtra 411062",078881 53044,google_maps,N/A,18.684553,73.8129752,432.49,"https://www.google.com/maps/place/Varad+Dental+Care-+Dr+Gauri+Deore+Lakhe./@18.6755023,73.7622821,14z/data=!4m10!1m2!2m1!1sdentist+in+Chikhali+Chikhali!3m6!1s0x3bc2b70554fe796f:0x46d655850dde694!8m2!3d18.684553!4d73.8129752!15sChxkZW50aXN0IGluIENoaWtoYWxpIENoaWtoYWxpkgEHZGVudGlzdOABAA!16s%2Fg%2F11s8xhsbqr?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Ekdant Dental Clinic (एकदंत दातांचा दवाखाना) Dr.Suhas,dentist,Chikhali,Chikhali,5.0,587,"More Villa near Ganesh mandir PMT Bus Stop, Chikhali, Pimpri-Chinchwad, Maharashtra 411062",077769 51777,google_maps,N/A,18.6838856,73.8139699,432.44,"https://www.google.com/maps/place/Ekdant+Dental+Clinic+(%E0%A4%8F%E0%A4%95%E0%A4%A6%E0%A4%82%E0%A4%A4+%E0%A4%A6%E0%A4%BE%E0%A4%A4%E0%A4%BE%E0%A4%82%E0%A4%9A%E0%A4%BE+%E0%A4%A6%E0%A4%B5%E0%A4%BE%E0%A4%96%E0%A4%BE%E0%A4%A8%E0%A4%BE)+Dr.Suhas/@18.6755023,73.7622821,14z/data=!4m10!1m2!2m1!1sdentist+in+Chikhali+Chikhali!3m6!1s0x3bc2b71cbeb5e82b:0x2b38029f29bc8ca0!8m2!3d18.6838856!4d73.8139699!15sChxkZW50aXN0IGluIENoaWtoYWxpIENoaWtoYWxpkgENZGVudGFsX2NsaW5pY-ABAA!16s%2Fg%2F11r70s6t89?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,"SIDDHIVINAYAK DENTAL CLINIC DR KHANDELWAL: Best Dentist & dental clinic in Chikhali, Sambhajinagar,Pimpri Chinchwad",dentist,Chikhali,Chikhali,4.8,144,"Opposite kasturi market,sahyadri society,sambhajinagar, Chikhali Akurdi Rd, More Vasti, Akurdi, Pimpri-Chinchwad, Maharashtra 411019",098223 53030,google_maps,https://instagram.com/dr.rupesh16,18.66426,73.7953497,435.27,"https://www.google.com/maps/place/SIDDHIVINAYAK+DENTAL+CLINIC+DR+KHANDELWAL:+Best+Dentist+%26+dental+clinic+in+Chikhali,+Sambhajinagar,Pimpri+Chinchwad/@18.6755023,73.7622821,14z/data=!4m10!1m2!2m1!1sdentist+in+Chikhali+Chikhali!3m6!1s0x3bc2b9d4e2b26c67:0x76b99cb8d09e7a1c!8m2!3d18.66426!4d73.7953497!15sChxkZW50aXN0IGluIENoaWtoYWxpIENoaWtoYWxpWh4iHGRlbnRpc3QgaW4gY2hpa2hhbGkgY2hpa2hhbGmSAQ1kZW50YWxfY2xpbmlj4AEA!16s%2Fg%2F1hc33f1j7?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Dr.krishna's Dental clinic and implant centre,dentist,Chikhali,Chikhali,5.0,60,"Zenda Chowk Rd, Nair Colony, More Vasti, Chikhali, Pimpri-Chinchwad, Maharashtra 411062",090215 71017,google_maps,https://softspectra.co/webapp/dr-krishnas-dental-clinic-and-implant-centre,18.6749141,73.7998248,434.23,"https://www.google.com/maps/place/Dr.krishna's+Dental+clinic+and+implant+centre/@18.6755023,73.7622821,14z/data=!4m10!1m2!2m1!1sdentist+in+Chikhali+Chikhali!3m6!1s0x3bc2b7b610b1d8bd:0x7e5049a39aa1c93c!8m2!3d18.6749141!4d73.7998248!15sChxkZW50aXN0IGluIENoaWtoYWxpIENoaWtoYWxpWh4iHGRlbnRpc3QgaW4gY2hpa2hhbGkgY2hpa2hhbGmSAQ1kZW50YWxfY2xpbmlj4AEA!16s%2Fg%2F11vsbq0pgt?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Smiles & Braces Orthodontic and Advance Dental Clinic,dentist,Chikhali,Chikhali,4.9,117,"Shop no 27, Shine Square, Ground Floor, Pingale Chowk, Chikhali , Vitthalnagar, near Radhaswami Satsang, Pimpri-Chinchwad, Pune, Maharashtra 411062",092097 75646,google_maps,https://smilesandbracesdental.com/,18.679436,73.8071828,433.31,"https://www.google.com/maps/place/Smiles+%26+Braces+Orthodontic+and+Advance+Dental+Clinic/@18.6755023,73.7622821,14z/data=!4m10!1m2!2m1!1sdentist+in+Chikhali+Chikhali!3m6!1s0x3bc2b792f11f5d35:0x914d5e1619adc399!8m2!3d18.679436!4d73.8071828!15sChxkZW50aXN0IGluIENoaWtoYWxpIENoaWtoYWxpWh4iHGRlbnRpc3QgaW4gY2hpa2hhbGkgY2hpa2hhbGmSAQ1kZW50YWxfY2xpbmlj4AEA!16s%2Fg%2F11vrr8y4h6?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Dentaland Dental Clinic (Dr. Sushil),dentist,Chikhali,Chikhali,4.8,126,"23, Chikhali Akurdi Rd, Krishna Nagar, More Vasti, Chikhali, Pimpri-Chinchwad, Maharashtra 411019",097645 50507,google_maps,http://dentaland.in/,18.6689696,73.7974399,434.8,"https://www.google.com/maps/place/Dentaland+Dental+Clinic+(Dr.+Sushil)/@18.6755023,73.7622821,14z/data=!4m10!1m2!2m1!1sdentist+in+Chikhali+Chikhali!3m6!1s0x3bc2b7822d4dbc05:0xa925771e53002e58!8m2!3d18.6689696!4d73.7974399!15sChxkZW50aXN0IGluIENoaWtoYWxpIENoaWtoYWxpkgENZGVudGFsX2NsaW5pY-ABAA!16s%2Fg%2F11c564w4qr?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
